,gene_short_name,PC-1,PC-2,PC-3,PC-4,SMC-1,SMC-2,SMC-3,SMC-4
ENSMUSG00000001420,Tmem79,0.384364,0.53931,1.88148,0.568256,1.02976,0.682777,8.6247,1.46044
ENSMUSG00000001424,Snd1,67.0349,30.3037,103.21,104.469,23.5708,22.4107,80.0057,61.3103
ENSMUSG00000001435,Col18a1,8.27382,4.05756,19.0811,23.3384,22.7945,25.0823,107.281,133.935
ENSMUSG00000001436,Slc19a1,25.9834,24.535,15.7509,15.5005,15.9033,10.3224,9.63729,9.15844
ENSMUSG00000001440,Kpnb1,12.7986,17.1266,10.9296,7.00263,7.7012,7.24542,5.5353,4.30974
ENSMUSG00000001441,Npepps,10.0284,12.6555,17.4457,11.993,8.25903,12.9637,14.2076,12.8262
ENSMUSG00000001444,Tbx21,15.197,18.6223,62.1722,35.2339,0.234401,0.303566,0.796042,1.57607
ENSMUSG00000001445,Mrpl10,24.4917,35.3713,13.5793,18.7969,36.2628,29.1309,25.9947,26.0762
ENSMUSG00000001467,Cyp51,36.8369,29.0702,34.0472,36.4143,47.992,55.9513,30.1712,35.0325
ENSMUSG00000001472,Tcf25,86.7815,58.201,88.7311,105.69,55.5702,51.5385,84.4202,94.9692
ENSMUSG00000001473,Tubb6,163.464,152.037,77.7192,145.467,505.873,406.936,389.371,395.057
ENSMUSG00000001482,Def8,8.60378,4.72813,10.3281,8.48763,5.8122,6.74114,10.3226,12.4962
ENSMUSG00000001493,Meox1,3.37459,3.49053,2.64367,1.4137,34.8036,26.8717,24.9891,23.5848
ENSMUSG00000001494,Sost,0,0,0,0,0.0445331,0.0207905,0,0.0418304
ENSMUSG00000001496,Nkx2-1,0,0,0,0,0,0,0,0
ENSMUSG00000001497,Pax9,0.168819,0.066382,0.368225,0.110855,0.382418,0.468002,3.65101,0.80424
ENSMUSG00000001504,Irx2,0.124338,0.472201,0.880114,0,0.349081,0.109107,1.72907,0.0137612
ENSMUSG00000001506,Col1a1,147.446,39.262,135.26,59.9915,524.832,579.528,1701.85,1477.64
ENSMUSG00000001507,Itga3,0.37147,0.697552,3.3813,4.83156,3.24105,1.9735,13.0939,6.58061
ENSMUSG00000001508,Sgca,8.47267,10.6559,4.61829,13.1941,19.7089,16.4817,16.4514,25.2572
ENSMUSG00000001510,Dlx3,0,0,0.116948,0,0,0.0316213,0.149241,0.0952979
ENSMUSG00000001517,Foxm1,1.06391,1.31276,2.68617,3.30932,0.339028,0.272734,0.314433,0.364605
ENSMUSG00000001518,Itfg2,10.2588,7.0259,6.92333,8.54786,7.60861,6.45589,8.21422,8.11718
ENSMUSG00000001520,Nrip2,29.7087,40.2138,16.708,60.9034,59.1221,66.1077,113.873,202.209
ENSMUSG00000001521,Tulp3,2.04869,2.71814,0.483479,1.11604,3.70902,2.60657,2.25566,1.53617
ENSMUSG00000001524,Gtf2h4,11.4817,15.3619,8.96561,8.21709,8.61526,6.3935,6.09115,5.26108
ENSMUSG00000001525,Tubb5,117.022,193.414,115.306,102.917,88.0216,62.3794,51.2134,54.8756
ENSMUSG00000001542,Ell2,11.2327,10.3701,25.5218,27.2081,6.82174,9.16204,11.7583,16.7678
ENSMUSG00000001552,Jup,22.4575,11.0427,25.8852,37.4071,40.6296,46.3281,156.783,147.802
ENSMUSG00000001555,Fkbp10,12.8437,16.3004,8.91612,12.4447,50.7471,37.4669,74.8526,66.5508
ENSMUSG00000001558,Klhl10,0.119706,0.0787235,0.360404,0,0.412037,0.299153,0.0896953,0.214997
ENSMUSG00000001566,Mnx1,0,0,0,0,0,0,0,0
ENSMUSG00000001569,Nom1,11.594,3.15281,9.41291,12.1297,5.87648,4.62542,7.36353,8.09941
ENSMUSG00000001576,Ergic1,26.9226,41.4722,35.3312,33.7711,54.7549,48.4585,75.8073,42.1776
ENSMUSG00000001583,Tnk1,2.81612,3.44653,3.27465,2.27564,4.50984,4.37514,7.37578,5.81269
ENSMUSG00000001588,Acap1,139.613,65.4196,128.985,110.787,2.03278,3.11611,3.2108,3.18395
ENSMUSG00000001604,Tcea3,3.00218,4.90226,3.67173,1.80932,16.1786,13.018,17.4988,11.1112
ENSMUSG00000001622,Csn3,2.23467,4.63021,1.8755,0,8.95412,4.44319,0.483912,0.0451298
ENSMUSG00000001627,Ifrd1,359.729,451.904,421.716,351.812,758.989,799.607,579.582,506.889
ENSMUSG00000001630,Stk38l,23.808,20.8234,21.7889,30.7538,18.4787,29.0349,30.4761,49.464
ENSMUSG00000001632,Brpf1,12.044,3.52379,19.9099,17.9634,2.97904,4.20041,8.11911,10.1073
ENSMUSG00000001642,Akr1b3,247.437,370.117,177.952,204.033,228.835,186.24,84.8094,116.811
ENSMUSG00000001655,Hoxc13,0.0374756,0.0837814,0,0.207766,0.054759,0.102426,0,0.120087
ENSMUSG00000001656,Hoxc11,0.140573,0.235634,0.225542,0.129868,0.776515,0.596952,1.05153,0.53627
ENSMUSG00000001657,Hoxc8,0.465268,0.97224,0.272687,0.186908,1.37971,1.28959,0.927702,1.11125
ENSMUSG00000001661,Hoxc6,0.542152,0.730596,0.474637,0.188613,3.1468,2.03088,2.25739,1.77897
ENSMUSG00000001663,Gstt1,22.079,38.147,10.2503,17.131,208.353,123.108,115.171,137.031
ENSMUSG00000001665,Gstt3,8.43177,9.10557,5.30522,4.40895,50.3765,39.1042,48.0368,25.7597
ENSMUSG00000001666,Ddt,52.5609,126.331,37.3389,54.6537,81.4476,65.2739,60.1302,62.9967
ENSMUSG00000001670,Tat,0.156008,0.0653922,0,0,0.15211,0.0177629,0.154961,0.357081
ENSMUSG00000001672,Marveld3,0.265796,0.042159,0.307423,0.616001,0.13723,0.0858996,3.91996,0.303135
ENSMUSG00000001674,Ddx18,30.7079,34.6969,22.7575,26.6883,17.1666,19.3484,11.2422,10.937
ENSMUSG00000001687,Ubl3,38.707,59.4022,60.4927,55.9676,33.9045,28.2198,38.1131,36.1466
ENSMUSG00000001700,Gramd3,502.849,504.129,603.488,512.208,16.1286,16.2034,16.2031,17.4302
ENSMUSG00000001707,Eef1e1,38.4696,64.0667,35.1134,36.1935,18.5729,18.3884,13.8003,13.5914
ENSMUSG00000001729,Akt1,9.29875,14.3115,6.91631,7.42771,8.55815,7.84008,13.1193,7.52965
ENSMUSG00000001739,Cldn15,3.78746,8.29842,2.92927,1.51331,16.4576,10.8962,13.0791,9.74269
ENSMUSG00000001741,Il16,41.5714,26.2144,41.4032,33.8048,3.17806,4.23396,5.64303,6.20526
ENSMUSG00000001750,Tcirg1,43.5724,28.5352,27.8005,25.7052,30.2734,22.549,30.2008,29.6713
ENSMUSG00000001751,Naglu,6.86775,8.98552,7.74864,12.9243,18.7399,17.4998,45.38,40.6614
ENSMUSG00000001755,Coasy,14.3782,13.4919,7.26973,8.23418,17.8578,14.7738,16.1895,13.6335
ENSMUSG00000001761,Smo,2.27229,2.88165,3.29478,5.67257,9.90471,7.67523,12.4942,8.41758
ENSMUSG00000001763,Tspan33,0.371347,0.635991,0.310987,0.221973,0.473922,0.0228091,0.186435,0.109982
ENSMUSG00000001767,Crnkl1,18.9288,13.2967,23.3082,20.161,7.3228,10.0268,7.35554,9.28509
ENSMUSG00000001768,Rin2,5.49542,4.17374,4.26169,4.8766,22.6521,22.9858,30.3235,26.4398
ENSMUSG00000001773,Folh1,0.393396,0.224777,0.0176007,0.15202,1.69899,1.51207,1.83106,3.43072
ENSMUSG00000001774,Chordc1,39.1084,38.5419,29.4857,29.2946,22.7341,26.9181,19.4696,23.6506
ENSMUSG00000001783,D10Wsu52e,92.3099,95.7199,73.1651,65.4506,91.2259,95.2054,71.791,81.6162
ENSMUSG00000001785,Pwp1,34.9571,33.4093,32.1858,33.7574,31.18,32.9203,22.0101,20.1734
ENSMUSG00000001786,Fbxo7,36.1068,40.2896,32.7608,27.5432,32.2232,31.4252,28.3211,25.5202
ENSMUSG00000001794,Capns1,42.2135,80.7404,37.3918,42.9771,88.065,62.5521,74.4307,82.6694
ENSMUSG00000001802,Lrp3,0.435457,0.554502,0.612642,0.0677946,0.857558,1.70842,1.04893,0.281108
ENSMUSG00000001804,Dsg4,0.115284,0,0,0.0828687,0,0.0350601,0,0
ENSMUSG00000001815,Evx2,0.0292344,0.0364165,0,0,0.0422439,0.0396331,0.0840072,0
ENSMUSG00000001819,Hoxd13,0,0,0.232241,0.119997,0.216859,0.0338051,2.14528,0.152866
ENSMUSG00000001823,Hoxd12,0,0,0.101006,0,0.0170255,0.0796547,1.60404,0
ENSMUSG00000001827,Folr1,1.18234,3.40914,0,0.327264,13.0422,8.45961,3.47927,3.40436
ENSMUSG00000001829,Clpb,16.7883,15.4101,23.4003,23.9104,13.3713,17.5158,24.8994,20.8902
ENSMUSG00000001833,Sept7,142.902,105.849,143.845,166.247,155.624,214.497,181.28,244.653
ENSMUSG00000001844,Zdhhc4,52.3292,80.3973,36.9406,38.0761,79.91,59.4952,57.0385,49.9047
ENSMUSG00000001847,Rac1,14.0755,33.8993,20.0339,16.6232,26.6818,20.032,30.4197,19.2777
ENSMUSG00000001855,Nup214,24.7971,21.2297,27.028,26.8078,7.48196,8.87057,9.99384,13.0197
ENSMUSG00000001864,Aif1l,7.76295,8.9299,5.79955,7.32531,9.34556,8.69051,7.66554,11.6954
ENSMUSG00000001865,Cpa3,12.0912,6.07421,4.09954,6.68674,2.46954,2.67224,0,1.96682
ENSMUSG00000001870,Ltbp1,8.14364,6.74332,6.92807,9.09294,18.0957,21.5053,45.0031,45.6722
ENSMUSG00000001891,Ugp2,28.4438,31.3829,27.5158,28.8096,72.2043,64.0147,48.7427,55.4298
ENSMUSG00000001901,Kcnh6,0.106108,0.0593242,0.204418,0.024516,0.436083,0.0605011,0.025372,0
ENSMUSG00000001909,Trmt1,24.2561,23.2666,18.1177,17.5964,16.8234,11.7625,28.3425,13.8596
ENSMUSG00000001910,Nacc1,0.479456,0.878483,1.07125,0.867449,0.575621,0.512248,0.761404,0.915212
ENSMUSG00000001911,Nfix,8.27881,9.50133,5.92545,3.56203,26.5938,19.1391,42.5246,26.3277
ENSMUSG00000001918,Slc1a5,89.8847,78.1274,162.231,115.954,90.2101,76.959,152.443,93.4122
ENSMUSG00000001924,Uba1,73.9472,44.8306,86.319,82.7182,32.4079,32.2213,65.5254,67.5258
ENSMUSG00000001930,Vwf,4.16411,8.79634,4.96599,9.64304,31.7789,30.8701,65.4294,81.4135
ENSMUSG00000001942,Siae,7.34018,6.21761,7.89652,7.05995,15.3757,15.0294,10.873,11.1444
ENSMUSG00000001943,Vsig2,0.185333,0,0.237704,0.569943,1.57481,1.68697,2.37985,1.58059
ENSMUSG00000001946,Esam,47.2323,50.2383,24.8911,57.6959,194.574,228.221,326.555,374.356
ENSMUSG00000001948,Spa17,3.01743,4.22289,2.00815,3.13849,7.0138,8.25713,4.43672,6.729
ENSMUSG00000001962,Fam50a,47.2153,51.4715,38.8237,36.433,39.659,38.7885,26.0623,25.1952
ENSMUSG00000001964,Emd,69.2183,179.691,52.5154,76.5926,80.2458,81.9292,67.1071,68.859
ENSMUSG00000001983,Taco1,2.50108,2.66945,2.22889,1.80005,2.29925,2.66864,0.665942,1.65025
ENSMUSG00000001985,Grik3,0.0502841,0.0312407,0,0.0309789,0.0217197,0.0357358,0,0.0409034
ENSMUSG00000001986,Gria3,5.24825,1.98882,5.1039,4.77108,4.85406,7.26586,9.85807,6.52336
ENSMUSG00000001988,Npas1,0,0.0251801,0,0.062449,0,0.0205077,0.0645572,0.0618871
ENSMUSG00000001995,Sipa1l2,1.09623,0.761659,1.08916,1.21477,0.74154,0.894303,1.77969,1.58325
ENSMUSG00000001998,Ap4e1,3.72262,0.91903,2.23471,3.25292,2.17892,3.49487,2.05063,2.06383
ENSMUSG00000001999,Blvra,25.4477,43.4971,25.4551,27.1792,39.7914,34.7512,36.3441,49.5325
ENSMUSG00000002006,Pdzd4,0.036747,0.479429,0.141599,0.0616087,0.333785,0.134134,0.10546,0.201857
ENSMUSG00000002007,Srpk3,52.0026,26.5188,27.5127,20.0057,3.54469,3.35797,5.06983,6.88869
ENSMUSG00000002010,Idh3g,140.616,274.125,92.4961,119.08,162.989,135.631,122.038,149.817
ENSMUSG00000002012,Pnck,4.66928,8.87137,3.90182,11.2274,7.12783,5.50658,9.87152,13.6991
ENSMUSG00000002014,Ssr4,205.656,483.507,176.709,218.487,344.815,279.673,218.065,187.861
ENSMUSG00000002015,Bcap31,303.334,579.01,277.662,290.1,387.023,343.198,321.839,336.916
ENSMUSG00000002017,Fam98a,5.55644,4.43492,5.7462,9.34689,7.49453,10.9571,5.07002,9.02034
ENSMUSG00000002020,Ltbp2,0.253732,0.123537,0.720195,1.07837,1.1148,1.59421,5.78839,6.86875
ENSMUSG00000002028,Mll1,2.41833,1.19985,2.51745,1.95332,1.07608,0.95705,1.0165,1.24579
ENSMUSG00000002031,Ift46,20.7774,24.1422,14.7561,25.3576,64.6939,41.4873,30.0137,25.1334
ENSMUSG00000002032,Tmem25,0.551688,0,0.263003,0.466004,0.829588,0.891449,1.93284,1.19678
ENSMUSG00000002033,Cd3g,372.563,701.411,395.13,388.345,4.77834,8.73707,5.87348,10.575
ENSMUSG00000002043,Trappc6a,95.5552,192.949,62.253,82.1225,114.949,79.6928,84.3177,68.8855
ENSMUSG00000002052,Supt6h,9.05391,5.20268,13.4174,16.5467,2.91796,4.13425,9.38111,12.009
ENSMUSG00000002055,Spag5,5.74305,8.11592,3.36349,0.766725,0.736608,1.72444,0.163083,0.218472
ENSMUSG00000002057,Foxn1,0.0279115,0.0780224,0.0537695,0.0902822,0.0271699,0.0254591,0.0800798,0.0127766
ENSMUSG00000002058,Unc119,9.91346,31.5103,30.8466,27.1837,15.5508,10.0515,12.811,7.1273
ENSMUSG00000002059,Rab34,21.2779,31.1,10.5079,11.6891,127.763,93.5867,67.7418,59.6362
ENSMUSG00000002064,Sdf2,75.754,127.825,77.4991,70.3263,100.91,87.5341,77.362,74.7707
ENSMUSG00000002068,Ccne1,2.50084,9.64516,5.89468,6.59378,8.11367,4.48781,1.85669,0.998672
ENSMUSG00000002076,Hsf2bp,0.872284,1.08198,0.60117,1.08047,2.03413,1.98782,0.983619,2.13844
ENSMUSG00000002083,Bbc3,2.58293,4.87341,5.46529,9.87222,3.15972,2.44258,2.61467,2.14055
ENSMUSG00000002100,Mybpc3,0.0318958,0.190346,0.15372,0,0.0827873,0.0776771,0,0
ENSMUSG00000002102,Psmc3,195.736,258.931,154.928,171.901,198.975,207.126,197.457,208.007
ENSMUSG00000002103,Acp2,6.38453,5.10012,3.70917,6.6605,19.3685,24.5631,20.9637,24.5898
ENSMUSG00000002104,Rapsn,15.5551,22.9097,3.65717,14.0319,26.6098,15.9226,10.4575,16.5281
ENSMUSG00000002105,Slc39a13,13.357,12.8934,14.5356,10.8852,41.7288,30.703,37.7721,35.5655
ENSMUSG00000002107,Celf2,51.5154,47.7543,51.3128,40.6707,38.5063,41.0654,21.9662,39.1259
ENSMUSG00000002108,Nr1h3,2.751,1.12312,2.34952,6.84508,9.82427,7.64181,17.2423,26.6037
ENSMUSG00000002109,Ddb2,35.4845,36.7204,29.8689,25.8666,19.3692,18.7865,13.5059,12.3379
ENSMUSG00000002111,Sfpi1,34.5853,66.1816,86.74,108.354,11.2979,12.3388,19.2438,27.4231
ENSMUSG00000002129,Sf3a1,11.3261,7.12546,14.7791,15.6122,2.83769,3.56666,7.68676,8.15129
ENSMUSG00000002147,Stat6,72.9427,43.2383,113.643,117.984,27.2606,26.608,65.0636,80.8253
ENSMUSG00000002190,Clgn,0.228134,0.164527,0.294362,0.0104597,0.0197683,0,0,0
ENSMUSG00000002204,Napsa,167.297,272.389,135.839,203.42,15.8994,18.1476,7.31901,13.2094
ENSMUSG00000002205,Vrk3,54.6415,58.0516,49.2867,39.9917,23.3293,19.9498,17.7939,17.6765
ENSMUSG00000002210,1500002O20Rik,18.8965,13.2107,22.4414,15.0617,6.23164,6.82502,10.8159,8.53149
ENSMUSG00000002221,Paxip1,1.38445,0.721358,1.3588,1.93149,0.886573,1.03674,1.16052,0.834454
ENSMUSG00000002222,Rmnd5a,11.3071,11.4252,10.3075,5.12775,9.94304,8.67495,4.52756,3.15116
ENSMUSG00000002227,Mov10,3.54247,1.87249,6.35025,6.10462,1.00883,0.975673,1.71675,2.25983
ENSMUSG00000002228,Ppm1j,5.81974,5.99661,12.1805,7.59372,1.07482,1.07843,2.12965,2.58669
ENSMUSG00000002233,Rhoc,24.2615,41.5503,22.7109,31.6417,153.364,135.385,163.888,159.543
ENSMUSG00000002240,4930432K09Rik,0.238113,0,0,0,0.155119,0.0359551,0,0
ENSMUSG00000002249,Tead3,0.207056,0.568879,0.846981,1.04879,1.12359,1.2582,2.96612,2.33315
ENSMUSG00000002250,Ppard,0.521088,0.424619,0.566632,0.886938,0.578944,0.746483,0.837362,0.550776
ENSMUSG00000002257,Def6,36.6637,23.1563,51.8639,37.055,3.2152,4.00402,6.95539,4.43738
ENSMUSG00000002265,Peg3,7.81012,3.75346,1.63691,6.91947,10.1198,15.719,4.22209,9.7298
ENSMUSG00000002266,Zim1,0.78197,0.0282875,0.0609203,0.204042,0.923138,1.0152,0.124711,0.383803
ENSMUSG00000002274,Metrn,3.80226,12.3096,6.28397,10.0725,9.92295,2.00295,3.24188,2.86557
ENSMUSG00000002279,Lmf1,15.8608,18.5999,16.4852,17.1372,22.6801,15.2853,23.0412,25.0929
ENSMUSG00000002280,Narfl,12.0319,11.4854,8.25798,10.4736,9.59751,7.94558,11.4581,8.2971
ENSMUSG00000002289,Angptl4,19.6599,18.1468,10.8332,15.4629,81.0025,57.8023,94.0212,65.4944
ENSMUSG00000002290,Rab11b-ps2,0.738438,0.573746,0.988526,0.919205,0.501407,0.466439,0.489879,0.793726
ENSMUSG00000002297,Dbf4,22.7822,24.7108,30.9083,25.1328,2.7927,3.2247,1.32827,1.92816
ENSMUSG00000002307,Daxx,43.6291,25.9037,51.9626,37.4989,11.862,13.9989,38.5928,31.068
ENSMUSG00000002308,Cd320,20.5208,43.8825,17.3583,19.0328,30.8232,24.5669,25.4828,19.4831
ENSMUSG00000002319,Ipo4,20.5369,28.0903,24.5787,17.5948,18.9977,20.0093,19.5008,18.8704
ENSMUSG00000002320,Tm9sf1,53.1796,43.1455,42.9258,41.3864,82.8029,70.0996,59.2951,62.387
ENSMUSG00000002324,Rec8,0.214404,0.071887,0.631537,0.0990456,0.245714,0.0975997,0.672395,0.334805
ENSMUSG00000002325,Irf9,60.3403,41.0894,37.9164,36.2441,43.4228,44.0152,49.0148,45.745
ENSMUSG00000002326,Gmpr2,32.5674,32.169,21.5198,26.5411,29.5585,26.795,23.6304,29.8198
ENSMUSG00000002329,Mdp1,30.7665,42.7923,23.5961,22.3883,29.8481,27.4553,24.3854,22.6796
ENSMUSG00000002332,Dhrs1,36.1791,50.2555,27.2486,32.4255,72.4531,55.68,62.4841,55.6102
ENSMUSG00000002341,Ncan,0,0.0132912,0.0171742,0.0658995,0.0231031,0.0597242,0.119456,0.15771
ENSMUSG00000002342,Tmem161a,20.1644,28.3309,15.3466,27.4933,15.9058,16.6526,26.4667,38.2071
ENSMUSG00000002343,Armc6,6.64704,6.10369,2.82018,4.10023,7.33388,6.0064,4.75784,3.89595
ENSMUSG00000002345,2310045N01Rik,41.1585,79.9139,47.5677,55.7483,35.032,31.8693,35.4704,38.4155
ENSMUSG00000002346,Slc25a42,0.78993,0.125601,1.36323,1.52584,1.00411,1.39042,2.41377,2.45733
ENSMUSG00000002365,Snx9,11.815,12.0308,38.1962,42.1133,15.202,13.5065,17.2413,14.224
ENSMUSG00000002372,Ranbp3,35.4426,25.3875,36.9035,43.3625,14.9904,14.4777,23.0189,25.4216
ENSMUSG00000002379,Ndufa11,33.1987,93.0621,31.3924,40.3268,51.5843,44.7834,41.2226,42.612
ENSMUSG00000002384,Bmp8b,0.100291,0,0.0148179,0.0142178,0.0299577,0,0,0
ENSMUSG00000002393,Nr2f6,0.917281,5.49888,3.51059,3.23075,7.74739,2.45413,4.5486,3.61999
ENSMUSG00000002395,Use1,123.106,194.762,94.16,131.228,114.461,88.74,98.6504,93.4681
ENSMUSG00000002396,Ocel1,1.41561,6.14942,2.57111,3.23717,3.05113,2.74413,4.18,4.44914
ENSMUSG00000002409,Dyrk1b,1.28536,1.83833,2.06142,3.24056,1.32156,1.09182,3.19307,2.55503
ENSMUSG00000002413,Braf,8.16189,3.95782,8.73925,6.46548,5.16697,6.34757,5.17618,5.6663
ENSMUSG00000002416,Ndufb2,191.493,529.036,177.95,209.634,341.914,271.52,273.125,284.53
ENSMUSG00000002428,Hltf,11.9363,5.67103,9.77287,9.27515,5.95298,10.3571,7.61009,10.7876
ENSMUSG00000002455,Prpf6,36.6707,13.2369,33.5242,35.6647,16.7205,21.9193,23.7992,28.958
ENSMUSG00000002458,Rgs19,55.8781,59.3017,47.0124,47.5288,17.8215,14.5878,15.1568,16.4048
ENSMUSG00000002459,Rgs20,0.467509,0.14892,0,0.039412,0.389655,0.148302,0,0
ENSMUSG00000002475,Abhd3,1.16921,1.13495,1.17293,1.36468,4.09217,4.89579,5.24192,3.96645
ENSMUSG00000002477,Snrpd1,90.6781,173.748,75.9458,71.8403,69.44,60.8076,36.7438,38.4025
ENSMUSG00000002486,Tchp,3.42916,1.85611,4.99202,2.88665,1.2947,1.1442,3.68147,3.12789
ENSMUSG00000002489,Tiam1,1.20231,3.02253,1.68703,2.52176,1.21215,0.616142,1.54803,1.29927
ENSMUSG00000002496,Tsc2,8.15333,3.97995,12.4146,12.7398,3.65788,4.95453,14.532,15.3332
ENSMUSG00000002500,Rpl3l,0.482892,1.54007,0,0.240102,0.207953,0.0673731,0,0.534855
ENSMUSG00000002504,Slc9a3r2,11.4482,22.6201,16.0469,33.0522,72.0163,65.1229,154.395,155.548
ENSMUSG00000002524,Puf60,227.288,234.744,164.688,186.731,187.47,160.422,150.389,153.41
ENSMUSG00000002546,Golga2,6.51706,2.14934,9.06936,12.3699,5.75326,6.06062,12.6914,13.547
ENSMUSG00000002550,Uck1,63.6108,59.9821,66.8724,52.4361,44.9477,37.6068,30.8027,26.8485
ENSMUSG00000002565,Scin,3.20561,2.37648,2.45402,2.67322,2.08697,2.92805,2.89727,3.24095
ENSMUSG00000002578,Ikzf4,1.65255,1.1894,2.64421,1.70605,3.51864,5.67884,9.8266,6.60885
ENSMUSG00000002580,1810046J19Rik,94.5264,197.955,85.4357,91.3717,132.3,95.2405,89.3206,73.9481
ENSMUSG00000002588,Pon1,0.0651101,0,0,0.030434,0.126331,0,0.157109,0.311109
ENSMUSG00000002602,Axl,16.9321,9.00686,28.5476,38.9462,72.4494,71.9133,211.145,250.586
ENSMUSG00000002603,Tgfb1,2.20073,3.24268,6.06402,7.30904,1.62386,1.62844,1.99632,2.71939
ENSMUSG00000002608,Ccdc97,11.0765,8.14298,14.4821,17.7838,7.79671,6.60169,21.1651,17.6885
ENSMUSG00000002617,Zfp40,2.42007,1.52594,3.10988,2.17074,2.12525,2.91369,2.9019,5.74369
ENSMUSG00000002625,Akap8l,70.9619,32.8082,63.8561,61.816,32.3194,35.7788,43.4114,39.5243
ENSMUSG00000002633,Shh,0,0.0189551,0,0,0,0,0,0.0155232
ENSMUSG00000002635,Pdcd2l,15.5669,25.5667,15.8406,15.7231,20.0547,19.3001,17.7012,18.9539
ENSMUSG00000002658,Gtf2f1,67.4147,47.5849,55.4203,50.16,46.5349,51.4237,41.8214,39.8566
ENSMUSG00000002660,Clpp,40.9793,80.2718,24.6734,32.1502,78.7709,70.9651,63.1037,58.7853
ENSMUSG00000002661,Alkbh7,13.4549,30.5518,8.17953,11.1668,40.0341,33.6989,22.0769,22.8028
ENSMUSG00000002664,Pspn,0.387378,0,0.554589,0,0.578388,0.33939,1.08396,0.708318
ENSMUSG00000002668,Dennd1c,16.4778,9.6688,16.8165,13.5735,0.533233,0.432294,0.209276,0.751798
ENSMUSG00000002679,Med6,22.2361,29.5404,17.2956,17.5173,33.6899,34.5853,23.8269,24.4605
ENSMUSG00000002688,Prkd1,0.210891,0.0917148,0.180587,0.129943,0.718268,0.620181,0.594064,0.718648
ENSMUSG00000002699,Lcp2,46.9704,40.9513,54.1947,43.3207,5.20296,7.0228,5.01674,8.48596
ENSMUSG00000002718,Cse1l,70.4818,44.0924,68.1991,66.3808,28.1518,29.6273,23.1583,33.5801
ENSMUSG00000002728,Naa20,85.6871,128.046,88.1138,77.8329,105.955,100.448,80.3332,84.5474
ENSMUSG00000002731,Prkra,8.11019,11.0396,3.28595,7.60332,19.7069,18.3922,12.8839,15.8009
ENSMUSG00000002732,Fkbp7,45.3717,73.2768,18.9771,25.1615,345.96,271.628,159.545,163.868
ENSMUSG00000002733,Plekha3,3.66334,5.79046,3.1021,2.01548,3.70415,3.16566,1.31727,1.69357
ENSMUSG00000002741,Ykt6,12.681,11.4485,19.6391,23.7383,14.383,16.6402,15.0292,19.1976
ENSMUSG00000002748,Baz1b,4.29136,2.3001,3.80333,5.11834,2.55287,2.00994,2.25671,1.99161
ENSMUSG00000002763,Pex6,2.08367,2.80651,0.786462,1.5476,1.71989,1.343,2.00031,1.41703
ENSMUSG00000002767,Mrpl2,38.997,60.6594,34.104,44.4807,52.0294,44.6385,36.4788,42.3158
ENSMUSG00000002768,Mea1,89.7777,194.414,90.2242,96.5634,134.994,108.792,100.322,103.814
ENSMUSG00000002769,Gnmt,0.426964,0,0.154041,0,0.209058,0.359668,3.7331,0.0637557
ENSMUSG00000002771,Grin2d,0,0.0534782,0,0.029963,0.12892,0.0363959,0.0305111,0.0145897
ENSMUSG00000002778,Kdelr1,30.3706,62.4308,28.2668,38.6114,75.2448,51.1971,71.5705,53.6349
ENSMUSG00000002781,Tmem143,1.87355,2.30462,1.57105,1.13924,1.38163,1.47861,1.56537,2.43548
ENSMUSG00000002791,Pdxk-ps,0.0792423,0.521486,0,0,0.0193011,0.072174,0,0
ENSMUSG00000002797,Ggct,10.3059,12.3459,8.15697,5.6309,5.7309,5.88682,5.74916,7.36248
ENSMUSG00000002799,Jag2,0.771278,0.315867,0.711648,0.843397,0.771579,1.13046,2.47377,2.01884
ENSMUSG00000002803,Btbd6,3.85861,6.15451,11.5674,12.0684,5.32242,5.4063,7.01103,6.34348
ENSMUSG00000002804,Nudt14,36.3147,71.9728,37.3081,30.7587,29.8818,25.0627,40.4227,27.9201
ENSMUSG00000002808,Epdr1,12.7651,15.4828,12.3289,12.2429,55.4521,49.1084,43.1734,37.53
ENSMUSG00000002812,Flii,31.3399,37.952,43.547,41.4841,14.9846,16.8682,35.6944,50.9983
ENSMUSG00000002814,Top3a,8.49953,2.44502,11.6214,5.67077,1.53208,2.41815,2.2831,2.7069
ENSMUSG00000002820,Atg4d,13.9032,10.853,16.0871,13.8995,3.6629,3.77256,11.9573,11.1068
ENSMUSG00000002825,Qtrt1,26.7613,39.4586,20.4481,14.624,25.6527,19.4485,14.1215,15.6816
ENSMUSG00000002831,Plin4,0.0824806,0.176135,1.11991,1.64964,0.313556,0.411031,1.90942,4.87371
ENSMUSG00000002833,Hdgfrp2,27.7959,8.64997,28.0064,30.238,10.0323,12.9506,27.7383,31.0528
ENSMUSG00000002835,Chaf1a,0.574443,0.677943,1.64437,2.32981,0.403973,0.436434,0.366132,0.292175
ENSMUSG00000002844,Adprh,51.2398,60.2653,39.3952,47.9298,91.5481,62.2943,64.7348,68.2603
ENSMUSG00000002845,Tmem39a,49.7647,67.0796,31.1758,32.4522,107.237,100.093,46.9722,42.7083
ENSMUSG00000002846,4930455C21Rik,6.0687,8.96007,2.75327,3.28165,9.11457,7.31976,1.46947,3.8292
ENSMUSG00000002847,Pla1a,0.795325,0.565557,0.835205,1.75893,15.7659,8.24472,9.25091,7.23769
